"id","idcircu","idlabel","electores","participacion","mesascircuito","pJXC","pFDT","pFIT","pLib","pjxccircu","pfdtcircu","plibcircu","pfitcircu","zdifjxc","zdiffdt","zdiflib","zdiffit","atipicas","atipicajxc","atipicafdt","atipicalib","atipicafit"
"0100100001000011X","0100100001","CABA",350,55.71,29,23.56,36.13,13.61,25.13,37.17,32.63,16.27,9.79,-3.62001966833098,1.3431488061708,2.39554157439325,2.31265031324952,1,1,0,0,0
"0100100006000122X","0100100006","CABA",343,67.93,45,61.9,16.02,2.6,17.75,68.15,7.48,20.28,2.47,-1.60668875422301,3.51511470298092,-0.838008478220597,,1,0,1,0,0
"0100100012000315X","0100100012","CABA",341,62.76,31,28.91,41.71,8.06,15.17,42.59,27.88,17.13,8.53,-3.27204775633595,3.60701063708467,-0.828057549549762,-0.255232863763319,1,1,1,0,0
"0100100012000325X","0100100012","CABA",341,60.7,31,37.86,29.13,14.08,15.53,42.59,27.88,17.13,8.53,-1.13134399762201,0.326013253532598,-0.675965346571234,3.01391998699239,1,0,0,0,1
"0100100015000386X","0100100015","CABA",336,64.88,25,37.04,17.59,8.8,31.02,36.59,32.72,16.82,9.13,0.160112418722324,-3.20841665691533,3.45038568469836,-0.153458070781261,1,0,1,1,0
"0100100016000411X","0100100016","CABA",339,66.96,24,46.9,27.43,13.27,9.29,38.34,31.79,16.66,9.24,2.71586207843576,-1.81633091138274,-3.00478347201811,1.75573244939392,1,0,0,1,0
"0100200024000704X","0100200024","CABA",349,69.34,37,74.27,7.88,3.73,12.45,63,12.04,18.4,4.11,3.09575961439303,-1.60671767571885,-1.71395832434184,-0.267088642388806,1,1,0,0,0
"0100200025000737X","0100200025","CABA",343,74.93,37,76.86,7.84,2.75,9.8,65.97,10.5,18.16,3.49,3.05235275034401,-1.06611603196109,-2.58421716129078,-0.614465226951159,1,1,0,0,0
"0100200029000922X","0100200029","CABA",346,71.1,34,48.98,20,13.06,15.92,54.09,19.3,15.14,7.62,-1.44718423982904,0.227075838104516,0.366872092562467,3.12657535119862,1,0,0,0,1
"0100300035001111X","0100300035","CABA",348,69.83,36,52.52,23.11,7.56,13.45,39.94,28.65,17.94,9.54,3.12388684710679,-1.61160780779729,-1.58682430672088,-0.92066699327429,1,1,0,0,0
"0100300041001306X","0100300041","CABA",348,75.57,52,39.77,40.15,10.04,7.34,38.89,31.12,16.69,9.11,0.218616977087026,2.44506075206967,-3.35002059900555,0.51371674282051,1,0,0,1,0
"0100400047001529X","0100400047","CABA",345,60.29,49,14.98,65.22,5.8,12.08,21.76,52.02,16.09,6.89,-2.26733101005063,3.25058190200998,-1.46365649798808,-0.582320058749825,1,0,1,0,0
"0100400050001656X","0100400050","CABA",348,74.14,40,3.52,6.25,17.97,48.05,47.39,24.08,16.7,7.6,-5.25980469531339,-3.86208941018163,5.49723691864176,3.79524843284544,1,1,1,1,1
"0100400051001657X","0100400051","CABA",347,79.83,28,44.36,26.18,7.27,2.55,47.38,24.57,15.76,7.08,-0.776753313180475,0.522840634785128,-3.03519847042716,0.119204377369936,1,0,0,1,0
"0100400057001896X","0100400057","CABA",347,74.64,54,39.53,30.62,8.53,2.33,38.42,30.93,18.42,7.84,0.32649249430033,-0.100059102334268,-4.53795240400747,0.393207391393012,1,0,0,1,0
"0100500058001947X","0100500058","CABA",347,79.83,41,39.42,24.09,8.39,25.91,38.44,31.15,16.94,9.14,0.272356995036502,-2.05796976558236,3.52211150695158,-0.370335266033491,1,0,0,1,0
"0100500061002070X","0100500061","CABA",346,76.3,43,46.01,24.33,14.83,7.98,45.8,25.35,15.48,9.18,0.0561649900998884,-0.313639893078869,-2.52746572052292,3.67251083097434,1,0,0,0,1
"0100500063002129X","0100500063","CABA",348,74.71,57,44.31,25.49,10.2,4.71,44.39,26.42,15.65,9.09,-0.0236133618095987,-0.282353366335504,-3.81591344671999,0.6630145295482,1,0,0,1,0
"0100500064002209X","0100500064","CABA",345,70.72,63,55.08,19.49,8.9,13.98,43.65,27.71,14.52,9.67,3.00603160856397,-2.48430423463978,-0.210742359630679,-0.404566667170415,1,1,0,0,0
"0100500065002251X","0100500065","CABA",343,66.47,40,56.5,23.32,6.28,11.21,44.02,26.4,15.92,9.22,3.02271828339761,-0.888259433915944,-1.63016836715497,-1.50008090232532,1,1,0,0,0
"0100600069002482X","0100600069","CABA",346,80.35,83,48.36,16.36,5.45,24.73,52.15,21.04,15.24,7.55,-1.00159070877039,-1.91325200852545,3.23406679600921,-1.31324692291489,1,0,0,1,0
"0100600071002620X","0100600071","CABA",348,77.01,88,51.88,24.81,12.41,7.89,51.25,22.13,15.02,7.38,0.185604282773187,0.828237857758924,-2.78507782941952,3.19430502185547,1,0,0,0,1
"0100600071002622X","0100600071","CABA",348,78.74,88,40.74,30.74,6.67,14.44,51.25,22.13,15.02,7.38,-3.096350812613,2.66086864003893,-0.226556120766244,-0.450885997120752,1,1,0,0,0
"0100600071002655X","0100600071","CABA",348,76.72,88,42.26,32.83,5.28,15.47,51.25,22.13,15.02,7.38,-2.64854365417611,3.30677055150018,0.1757763005945,-1.33360647035715,1,0,1,0,0
"0100600072002680X","0100600072","CABA",347,74.64,39,37.55,37.15,7.51,13.44,41.7,27.19,15.83,10.12,-1.5301388493262,3.33814315204741,-1.04208196835205,-1.21118490413101,1,0,1,0,0
"0100600074002812X","0100600074","CABA",349,80.8,68,49.1,20.07,13.62,13.98,52.97,20.1,15.42,7.45,-1.23912443310619,-0.0116556230624121,-0.637850723628634,3.40892460399873,1,0,0,0,1
"0100700077002916X","0100700077","CABA",345,76.52,38,37.64,24.71,6.84,26.62,39.19,30.39,17.49,8.27,-0.418396318913239,-1.66355534282697,3.10200013149291,-0.645417634155693,1,0,0,1,0
"0100700078002963X","0100700078","CABA",340,65.88,32,41.89,25.23,1.8,26.58,39.5,30.37,18.49,7.29,0.577971824502974,-1.26890677112044,2.85974912967629,-3.20692954257385,1,0,0,0,1
"0100700081003091X","0100700081","CABA",346,75.14,36,54.26,23.26,8.14,1.94,49.66,22.76,15.51,7.86,1.00081455374321,0.149113936944653,-3.74338093616544,0.153253393470726,1,0,0,1,0
"0100700083003180X","0100700083","CABA",345,74.2,60,63.64,14.62,4.35,15.42,52.43,20.54,16.66,6.76,3.16010587985145,-2.18006745333741,-0.477898529793186,-1.58450466605686,1,1,0,0,0
"0100700084003228X","0100700084","CABA",349,76.22,32,52.85,23.95,11.03,9.13,42.3,26.73,18.03,8.32,2.77133066181765,-0.81695642801325,-3.34046244087428,1.338942870665,1,0,0,1,0
"0100700086003257X","0100700086","CABA",349,69.91,87,13.98,38.98,10.59,19.92,29.02,38.02,21.43,7.89,-3.1891895744647,0.23044161296012,-0.379260827900036,1.37426909801508,1,1,0,0,0
"0100700086003270X","0100700086","CABA",349,63.9,87,21.97,31.84,6.28,36.77,29.02,38.02,21.43,7.89,-1.49493261303033,-1.48346788343079,3.85288814568647,-0.819471573260842,1,0,0,1,0
"0100700086003323X","0100700086","CABA",348,61.49,87,44.29,30,7.62,17.14,29.02,38.02,21.43,7.89,3.23796042566994,-1.92514764160435,-1.07750261701401,-0.137426909801508,1,1,0,0,0
"0100800087003422X","0100800087","CABA",349,65.33,91,28.57,36.61,13.84,17.86,28.45,42.47,17.75,7.75,0.0310528473161446,-1.29111398795109,,3.17856050386343,1,0,0,0,1
"0100800089003537X","0100800089","CABA",350,47.43,136,61.59,12.8,22.56,,35.25,33.79,19.92,7.48,5.41034178508426,-4.59913618754481,,7.06613586596955,1,1,1,,1
"0100800090003637X","0100800090","CABA",348,69.54,136,48.33,27.08,5.83,17.5,33.51,37.4,18.23,7.14,3.34921329592968,-2.02011060480018,-0.231549966073916,-0.755305501521017,1,1,0,0,0
"0100800090003642X","0100800090","CABA",348,72.13,136,40.16,32.13,2.81,3.61,33.51,37.4,18.23,7.14,1.50285211996845,-1.03158748907916,-4.63734315616527,-2.49654413861527,1,0,0,1,0
"0100900092003783X","0100900092","CABA",349,59.31,37,48.54,3.4,13.11,33.01,40.52,27.5,19.33,8.57,2.08625741877876,-4.40532917114513,3.53151107700781,2.04126051829395,1,0,1,1,0
"0100900093003824X","0100900093","CABA",347,75.22,24,32.42,42.58,7.03,15.62,37.15,32.21,18.81,7.19,-1.69854470299631,3.06344390024636,-1.46798325631456,-0.0956519393196601,1,0,1,0,0
"0100900096003961X","0100900096","CABA",342,78.07,35,35.34,27.82,5.26,28.2,37.9,30.28,19.37,7.95,-0.622166663581238,-0.675674988639321,3.09445478756478,-1.20224967486513,1,0,0,1,0
"0100900097003963X","0100900097","CABA",343,72.3,35,22.36,46.75,6.91,18.29,36.29,34.08,17.29,8.24,-3.12853982101953,1.90665647598896,0.290788367471468,-0.258391282233119,1,1,0,0,0
"0100900097003969X","0100900097","CABA",343,56.56,35,44.57,7.61,34.78,5.43,36.29,34.08,17.29,8.24,1.85960586633465,-3.98336202994694,-3.44875003821161,5.15616889508794,1,0,1,1,1
"0100900098004029X","0100900098","CABA",349,60.17,63,50,37.02,7.21,2.4,43.52,27.19,18.77,6.37,1.87837342302821,3.22625677591392,-5.02712768549364,0.567789737627652,1,0,1,1,0
"0100900100004110X","0100900100","CABA",350,66.86,39,45.37,33.48,7.05,6.17,45.15,25.25,18.26,6.85,0.0671731503507942,2.32408588097517,-4.42481786175432,0.124323924334226,1,0,0,1,0
"0100900101004150X","0100900101","CABA",347,74.06,50,55.78,16.73,7.17,15.54,45.17,25.75,17.03,7.32,3.0867351633611,-2.73144246864241,-0.478591081838825,-0.0836370665787609,1,1,0,0,0
"0100900101004168X","0100900101","CABA",346,73.99,50,56.13,20.16,7.11,13.04,45.17,25.75,17.03,7.32,3.18855960324578,-1.69276756094358,-1.28159625270933,-0.117091893210265,1,1,0,0,0
"0101000105004301X","0101000105","CABA",347,79.25,54,43.87,28.62,4.83,4.46,45.78,24.56,17.13,7.72,-0.493321730548719,1.38421233832704,-4.20303484179694,-1.5307857049801,1,0,0,1,0
"0101000111004570X","0101000111","CABA",343,62.97,33,55.35,15.81,2.33,23.72,43.25,27.02,17.13,7.71,2.69551099591833,-3.02753565857648,1.86293100819962,-2.42432435261312,1,0,1,0,0
"0101000112004603X","0101000112","CABA",337,75.07,25,39.43,29.27,9.76,3.25,41.71,27.07,17.56,8.72,-0.583224595765773,0.676367195443884,-3.81737780739562,0.537862287157031,1,0,0,1,0
"0101100115004724X","0101100115","CABA",348,74.43,35,51.59,24.6,2.78,16.67,41.9,28.06,16.32,8.87,2.40811154232907,-0.965248136134043,0.154644053070955,-3.61472594459827,1,0,0,0,1
"0101100116004765X","0101100116","CABA",346,88.44,50,37.42,20.53,10.26,28.81,41.54,28.1,16.47,8.96,-1.23525554271398,-2.30358201335204,3.78319336833331,0.860630055832279,1,0,0,1,0
"0101100117004798X","0101100117","CABA",348,74.14,53,40.32,36.36,6.72,12.25,45.82,24.68,16.19,8.5,-1.31741917118941,3.21933686892964,-1.85021633658037,-1.08502735036952,1,0,1,0,0
"0101100123005071X","0101100123","CABA",343,63.56,42,55.4,30.52,7.04,1.88,49.32,21.76,17.66,7.01,1.54048507345589,2.9149715066885,-4.46010708928003,0.0175950951814526,1,0,0,1,0
"0101200133005637X","0101200133","CABA",347,76.08,58,59.69,16.28,2.33,18.22,50.14,22.18,15.99,7.73,2.56603151049341,-1.9015486094643,0.878395438289235,-3.14999809305225,1,0,0,0,1
"0101300136005762X","0101300136","CABA",349,77.65,41,50.75,15.79,13.16,16.17,53.3,19.02,15.74,7.71,-0.839761332993364,-1.34958199232337,0.20483644498531,3.22379460120231,1,0,0,0,1
"0101300139005920X","0101300139","CABA",347,73.2,53,56.75,16.67,14.29,7.14,59.05,14.81,16.13,6.53,-0.618283277466867,0.728976491138525,-2.98395543655856,3.8341727773954,1,0,0,0,1
"0101300141006001X","0101300141","CABA",350,78.86,42,54.91,23.27,4.73,13.45,58.11,15.32,17.67,5.97,-0.806275789103193,3.05085101853877,-1.51085584002346,-0.722969054744373,1,0,1,0,0
"0101300143006087X","0101300143","CABA",347,72.91,52,58.96,25.5,6.77,7.57,60.05,15.07,15.58,6.2,-0.342856990907816,3.64417534094439,-2.64321607765202,0.394854920066111,1,0,1,0,0
"0101300143006125X","0101300143","CABA",347,72.91,52,55.73,9.09,5.93,24.9,60.05,15.07,15.58,6.2,-1.35884605570805,-2.0893737812893,3.07550235252395,-0.187036541083948,1,0,0,1,0
"0101300145006196X","0101300145","CABA",347,74.93,44,44.4,33.2,8,9.6,48.82,22.8,14.7,9.28,-1.05861984404664,3.09660883417437,-1.91512653176898,-0.668715592413851,1,0,1,0,0
"0101300146006207X","0101300146","CABA",350,68.29,33,59.41,24.27,11.72,,46.36,25.38,15,9.03,3.41000307636769,-0.304466961877289,,1.39969211382461,1,1,0,,0
"0101300146006229X","0101300146","CABA",350,77.14,33,51.13,13.53,12.78,18.05,46.36,25.38,15,9.03,1.24641491756888,-3.25039053896024,,1.95124365310122,1,0,1,0,0
"0101300147006236X","0101300147","CABA",346,69.65,59,46.89,18.26,9.13,21.99,59.38,15.28,15.62,6.55,-3.29421230954397,1.23218767217899,1.85825415431115,1.45158179990153,1,1,0,0,0
"0101300147006267X","0101300147","CABA",345,67.25,59,55.22,17.39,12.17,2.17,59.38,15.28,15.62,6.55,-1.09719160990416,0.872455029630088,-3.92362925831789,3.16197275792504,1,0,0,1,1
"0101400149006377X","0101400149","CABA",346,69.08,74,54.85,21.52,2.53,17.72,62.81,12.17,18.08,4.39,-2.05887077744599,3.26748161264589,-0.1362995564109,-1.55049869310993,1,0,1,0,0
"0101400150006472X","0101400150","CABA",344,73.26,38,59.13,14.29,3.17,21.83,69.18,7.27,19.24,2.68,-2.23287788728065,3.0941619561178,0.915526639802848,,1,0,1,0,0
"0101400151006503X","0101400151","CABA",348,68.68,77,56.72,9.24,3.78,27.73,64.69,11.66,16.85,4.6,-2.05106178115762,-1.01502168879262,3.28749325180194,-0.600171708286638,1,0,0,1,0
"0101400154006732X","0101400154","CABA",349,69.05,76,42.55,24.68,6.81,22.98,52.38,21.7,14.2,8.04,-2.43039966029519,0.956084211947667,3.43397384044733,-0.699269581422642,1,0,0,1,0
"0101500158006951X","0101500158","CABA",347,64.84,57,60.91,18.64,7.73,9.55,44.55,26.57,13.42,9.96,3.33020745008225,-2.12184419439552,-1.71387360746628,-1.13803985210082,1,1,0,0,0
"0101500161007116X","0101500161","CABA",346,56.94,57,21.13,35.05,18.04,17.53,41.02,28.34,15.15,9.93,-3.95294958194132,1.81288444689884,0.91856400267912,3.78433044789932,1,1,0,0,1
"0101500162007134X","0101500162","CABA",350,72,48,34.43,30.74,13.93,3.28,37.57,31.83,15.56,9.93,-0.95103637517865,-0.341976665843839,-3.73179666248593,1.82379877460316,1,0,0,1,0
"0101500162007151X","0101500162","CABA",350,78,48,35.56,41.48,8.15,11.11,37.57,31.83,15.56,9.93,-0.608784431244931,3.0275915829294,-1.35232045179661,-0.811590454698407,1,0,1,0,0
"0101500163007187X","0101500163","CABA",344,70.64,35,35.15,28.87,8.37,22.59,36.63,33.67,14.34,10.52,-0.388941895230259,-1.31286180354822,3.26798844187987,-0.983936332209783,1,0,0,1,0
"0101500165007286X","0101500165","CABA",348,73.28,56,45.38,28.51,10.44,2.01,45.09,25.65,14.92,9.59,0.085169115804943,0.909931672020738,-3.99629915975123,0.401042712047645,1,0,0,1,0
"0101500166007333X","0101500166","CABA",349,67.05,47,23.81,38.96,10.82,17.75,41.22,28.83,15.83,9.46,-4.14467375429043,2.85761542696232,0.796878207657145,0.619880498705381,1,1,0,0,0
"0200100001000009X","0200100001","PBA",350,68.57,28,48.33,20.83,10,2.08,54.85,22.19,4.46,2.53,-1.40897279579682,-0.369268460867481,-1.56870157134247,4.27092821448212,1,0,0,0,1
"0200300018000089X","0200300018","PBA",350,76.29,87,41.13,31.32,6.42,15.09,34.9,40.45,8,7.87,1.25524675180063,-1.85696837938635,3.64521270555544,-0.89280670169283,1,0,0,1,0
"0200300018000118X","0200300018","PBA",350,77.14,87,50.37,23.88,8.21,11.19,34.9,40.45,8,7.87,3.11696103537011,-3.37020438624663,1.64008865031338,0.209347778327974,1,1,1,0,0
"0200300019000429X","0200300019","PBA",350,30.29,253,61.32,,19.81,14.15,27.41,47.41,7.05,7.96,7.32686547425032,,3.61852185835636,5.46467981484829,1,1,,1,1
"0200300019000548X","0200300019","PBA",350,73.43,253,41.53,32.66,7.26,9.27,27.41,47.41,7.05,7.96,3.05087999104732,,1.13142514444382,-0.322808090328591,1,1,,0,0
"0200300020000623X","0200300020","PBA",350,73.43,97,51.19,27.78,5.56,7.54,37.39,38.7,7.79,7.36,3.01353217085647,-2.20511911805003,-0.143152703560762,-1.05970749564267,1,1,0,0,0
"0200300021000874X","0200300021","PBA",350,69.71,164,13.56,55.93,11.02,5.51,27.92,46.47,7.38,8.67,-3.36672436026912,2.04530613513118,-1.01273846331912,1.24105906091473,1,1,0,0,0
"0200300022000997X","0200300022","PBA",350,72.86,103,26.67,40.78,6.27,14.12,25.93,47.19,6.96,8.52,0.173491783092857,-1.5381887420435,3.60391341379445,-1.16406705693746,1,0,0,1,0
"0200300022001004X","0200300022","PBA",350,72.57,103,8.87,41.94,9.68,6.85,25.93,47.19,6.96,8.52,-3.99968894535695,-1.25982697281254,-0.0553673848487975,0.600141238243313,1,1,0,0,0
"0200300022001011X","0200300022","PBA",350,70,103,7.08,44.58,7.08,7.5,25.93,47.19,6.96,8.52,-4.41935150175723,-0.626313980769661,0.271803525621369,-0.745002916439975,1,1,0,0,0
"0200300022001065X","0200300022","PBA",350,70.86,103,33.2,34.43,9.02,9.84,25.93,47.19,6.96,8.52,1.70443954470955,-3.06197946154056,1.44961880331397,0.258681568208325,1,0,1,0,0
"020030018A000190X","020030018A","PBA",350,92.57,154,20.25,38.61,9.81,21.84,21.97,54.72,5.96,7.3,-0.501254872875187,-3.45354905458355,6.77286158058027,1.41717182494906,1,0,1,1,0
"020030020A000753X","020030020A","PBA",350,71.43,92,20.97,48.79,14.52,4.44,22.52,52.63,6.73,7.6,-0.512719803876138,-0.88784769271899,-1.26683016098135,3.81466986049362,1,0,0,0,1
"020030022A001077X","020030022A","PBA",350,64,138,34.39,52.04,0.9,5.43,26.56,48.48,6.63,7.82,1.83973611637979,0.710629564456737,-0.682282529112111,-3.11018808191606,1,0,0,0,1
"020030022A001145X","020030022A","PBA",350,68,138,3.4,44.26,8.09,8.09,26.56,48.48,6.63,7.82,-5.44167157795095,-0.842375494945906,0.830110410419735,0.121351269092101,1,1,0,0,0
"020030022A001175X","020030022A","PBA",350,72.29,138,44.27,28.06,8.7,7.91,26.56,48.48,6.63,7.82,4.16114005377855,-4.07613924331645,0.727768031052919,0.395515247411291,1,1,1,0,0
"020030022B001236X","020030022B","PBA",350,71.43,46,21.05,49.39,7.29,11.34,24.99,51.64,5.98,7.51,-1.00951841633831,-0.580286911519054,3.11152253251117,-0.122683143449596,1,0,0,1,0
"0200400023000027X","0200400023","PBA",350,73.43,41,38.91,42.02,3.89,8.17,45.52,33.23,8.09,6.13,-1.96849936348287,3.0002894041641,0.0416492086058882,-1.46625963503868,1,0,1,0,0
"0200400025000099X","0200400025","PBA",350,69.14,33,22.27,47.06,7.98,14.71,31.33,46.29,6.88,7.01,-1.75346346742946,0.171183893347087,3.39705697374655,0.615134932308118,1,0,0,1,0
"0200400027000143X","0200400027","PBA",350,73.14,60,23.41,47.62,13.49,5.95,22.09,55.09,6.71,7.2,0.36627626952892,-1.75101368426449,-0.432970427643204,3.66029725863562,1,0,0,0,1
"0200400027000151X","0200400027","PBA",350,72.29,60,28.85,41.9,10.67,9.88,22.09,55.09,6.71,7.2,1.87577847122386,-3.09181666605739,1.80594244161705,2.01927368640153,1,0,1,0,0
"0200400033000246X","0200400033","PBA",350,72,34,37.75,44.58,6.02,6.83,45.11,31.19,8.95,7.64,-1.77660468367601,3.20689409776289,-0.848705375160943,-0.776660908721752,1,0,1,0,0
"0200400038000455X","0200400038","PBA",350,68.86,105,32.62,39.06,12.45,8.15,37.74,39.79,7.55,7.01,-1.090150197129,-0.158755724593936,0.306867892271379,3.06146986298672,1,0,0,0,1
"0200400039000551X","0200400039","PBA",350,78.86,144,40.67,34.33,6.34,13.06,29.4,48.43,6.87,6.13,2.31063371589614,-2.38735196989376,3.50249254128741,0.137006717973928,1,0,0,1,0
"0200400040000630X","0200400040","PBA",350,59.71,193,16.27,54.07,10.05,7.18,39.02,38.18,8.05,6.58,-4.13064706427076,2.73608472318383,-0.454578081632229,2.02151299587926,1,1,0,0,0
"0200400040000764X","0200400040","PBA",350,72.29,193,43.08,32.81,12.25,4.74,39.02,38.18,8.05,6.58,0.737161629931395,-0.924655441378046,-1.72948672437089,3.30316388663845,1,0,0,0,1
"0200400040000765X","0200400040","PBA",350,80.57,193,42.6,27.44,4.69,14.44,39.02,38.18,8.05,6.58,0.650009516047881,-1.84931088275609,3.3387976340574,-1.10105462887948,1,0,0,1,0
"0200400040000811X","0200400040","PBA",350,48.29,193,58.33,5.95,11.9,10.12,39.02,38.18,8.05,6.58,3.50605691477223,-5.54965453922056,1.08158233215944,3.0992648812904,1,1,1,0,1
"0200600060000051X","0200600060","PBA",350,69.43,147,29.54,29.54,3.8,4.64,46.45,26.71,6.73,4.44,-3.09880213231543,0.715018095044182,-1.16467064873128,-0.455328384335882,1,1,0,0,0
"0200600060000052X","0200600060","PBA",350,68,147,63.87,19.75,4.62,7.56,46.45,26.71,6.73,4.44,3.19226097841128,-1.75848973198145,0.462524707390889,0.128061108094467,1,1,0,0,0
"0200600060000100X","0200600060","PBA",350,70,147,39.57,30,5.65,12.61,46.45,26.71,6.73,4.44,-1.26077815909699,0.831240117560198,3.27668105958847,0.860855226635026,1,0,0,1,0
"0200700073000049X","0200700073","PBA",350,80.57,61,45.65,20.65,15.94,8.7,49.79,21.78,11.28,6.74,-0.87678336268922,-0.312661284640701,-1.16864439359732,4.49528939004785,1,0,0,0,1
"0200700074000110X","0200700074","PBA",350,72,56,36.69,23.79,15.73,9.27,42.33,25.03,11.51,8.08,-1.28969237701404,-0.318309884752007,-0.887750647886669,3.63937922502451,1,0,0,0,1
"0200700074000129X","0200700074","PBA",350,73.43,56,32.03,37.89,8.98,10.16,42.33,25.03,11.51,8.08,-2.35528927007883,3.30118154670226,-0.535028292253126,0.428162261767589,1,0,1,0,0
"0200700078000316X","0200700078","PBA",107,77.57,15,4.88,13.41,54.88,15.85,53.38,19.67,10.98,6.92,-3.63041127861399,-1.991852326191,1.56086781042767,3.74656140586367,1,1,0,0,1
"0200700079000317X","0200700079","PBA",350,46.29,19,11.69,45.45,9.09,14.94,49.89,22.14,12.21,5.69,-3.77144799549882,3.69813576105077,0.958822600417517,1.69125050654951,1,1,1,0,0
"0200700085000446X","0200700085","PBA",350,44.57,77,22.52,39.74,7.28,17.22,51.19,19.95,12.31,7.03,-5.8174139929322,5.28715479163459,2.31685862753637,0.150062612352825,1,1,1,0,0
"0200700085000475X","0200700085","PBA",350,76.57,77,58.05,16.1,1.87,14.61,51.19,19.95,12.31,7.03,1.39195884169916,-1.02857735966615,1.08529019212498,-3.09729231896231,1,0,0,0,1
"0200700086000497X","0200700086","PBA",350,75.43,67,40.93,37.07,4.63,10.42,49.13,21.58,11.68,7.54,-1.97973934702507,3.8950949199673,-0.542749133583584,-1.67923136792479,1,0,1,0,0
"0200700091000664X","0200700091","PBA",350,68.29,33,29.66,32.63,16.1,9.75,33.67,28.85,10.79,9.67,-1.5248753572142,1.39307838646049,-0.436896519961052,3.05003744737675,1,0,0,0,1
"0200800098000017X","0200800098","PBA",350,72.57,108,48.03,20.08,2.36,11.02,55.52,22,5.77,3.24,-1.31980157094368,-0.462514038466139,3.01811401410562,-0.660420362563351,1,0,0,1,0
"0201100790000455X","0201100790","PBA",350,76.57,61,49.43,33.58,4.15,6.79,35.6,38.87,8.09,7.52,3.01383629715213,-1.37966599955685,-0.671055987690873,,1,1,0,0,0
"020110789A000199X","020110789A","PBA",188,78.72,91,17.48,60.84,7.69,5.59,27.55,46.73,6.95,7.5,-2.38528503720925,3.10670374396476,-0.897519546442606,0.0990214709413743,1,0,1,0,0
"020110789B000202X","020110789B","PBA",350,74.86,48,27.8,39.38,8.88,14.67,32.42,41.85,7.65,7.88,-1.10411116526243,-0.578227491895534,3.61010764537585,0.514358182810357,1,0,0,1,0
"020110789B000219X","020110789B","PBA",350,63.43,48,17.12,46.85,11.71,10.81,32.42,41.85,7.65,7.88,-3.65647204080415,1.17050099573995,1.62506270076748,1.96999184016366,1,1,0,0,0
"020110789F000420X","020110789F","PBA",350,55.71,37,55.9,4.62,11.28,8.72,37.09,37.72,8.02,8.03,3.82548244555195,-4.72262487346174,0.395661637577783,1.86121389698251,1,1,1,0,0
"020110792C000704X","020110792C","PBA",350,74.86,45,44.66,29.77,7.63,4.2,27.71,46.2,7.51,7.94,3.79661544844064,-3.27922707649335,-1.72147816396095,-0.169407358748616,1,1,1,0,0
"020120513A000194X","020120513A","PBA",350,74.29,57,33.98,35.16,8.98,13.28,34.71,39.23,7.08,9.33,-0.230257895421086,-1.10606753061058,3.34842112291518,-0.180946926098193,1,0,0,1,0
"0201300125000005X","0201300125","PBA",350,97.71,75,34.5,22.51,6.73,29.53,45.17,35.55,5.59,5.8,-1.98490827923218,-2.36690566116619,7.28528752497276,0.537647919322041,1,0,0,1,0
"0201500148000024X","0201500148","PBA",350,72.29,57,51.19,26.59,3.57,9.92,42.65,35.05,4.85,3.26,1.73180576300739,-1.59187681090608,3.13834260422528,0.208489004883764,1,0,0,1,0
"0201600155000026X","0201600155","PBA",350,73.14,57,40.78,37.25,3.92,6.67,53.96,25.39,8.04,4.88,-3.17868893743978,3.29962222479678,-0.773197537379273,-0.671941760203601,1,1,1,0,0
"0201600156000153X","0201600156","PBA",350,45.71,45,5.06,57.59,10.76,12.66,41.21,34.78,5.75,5.25,-5.2899672842338,4.62808163395141,4.18697889247955,2.90283680767186,1,1,1,1,0
"0201800121000009X","0201800121","PBA",351,100,37,38.18,12.25,1.99,4.27,55.9,18.17,4.95,2.18,-3.437363105059,-1.5637213774766,-0.340887559080161,,1,1,0,0,0
"0202100175000022X","0202100175","PBA",350,70.29,36,65.85,25.61,0.81,5.28,45.57,31.36,4.06,1.85,3.42701518956466,-1.55417414422128,1.05561003404858,,1,1,0,0,0
"0202400230000036X","0202400230","PBA",350,67.71,60,38.82,29.54,5.49,12.66,41.3,35.29,5.42,4.57,-0.372675836676501,-1.01565974175506,3.86307798193601,0.612659908305005,1,0,0,1,0
"0202600240000019X","0202600240","PBA",350,70.57,55,42.32,29.88,13.28,2.07,53.52,18.91,4.58,11.99,-2.64185124159842,3.15300390428085,-1.4953912248865,0.470285254495335,1,0,1,0,0
"0202800252000067X","0202800252","PBA",119,80.67,64,38.46,23.08,8.79,20.88,48.38,25.05,10.28,7.49,-1.90014998868739,-0.521546515332441,4.11190993299902,0.692110527767678,1,0,0,1,0
"0202900189000068X","0202900189","PBA",350,80.86,109,62.9,20.85,2.47,8.13,42.05,41.2,6.46,3.43,3.74788360993128,-3.40854404373082,0.801329566174724,-0.763698454756722,1,1,1,0,0
"0203000201000034X","0203000201","PBA",350,70.86,86,42.68,35.77,6.5,2.85,54.26,24.07,5.4,4.43,-2.27443579408826,3.25525443182079,-1.40084040147342,1.4477590903691,1,0,1,0,0
"0203000201000051X","0203000201","PBA",350,66,86,43.72,37.23,3.9,2.16,54.26,24.07,5.4,4.43,-2.07016867613906,3.6614656686121,-1.77989133363681,-0.37068227917663,1,0,1,0,0
"0203100211000096X","0203100211","PBA",350,74.86,155,30.65,22.22,1.92,12.64,32.81,23.49,6.35,2.9,-0.389132180449776,-0.351101024511876,3.59864856861166,-0.903006112276073,1,0,0,1,0
